,group_id,artist_id
1620,3101552,3101554
1621,2112233,874344
1622,2112233,874347
1623,2112233,868682
1624,2632253,2633358
1625,2632253,2633359
1626,2632253,2633360
1627,2632253,2633361
1628,2632253,2633362
1629,104369,52282
1630,104369,52290
1631,104369,52291
1632,104369,29719
1633,2736779,2112526
1634,2736779,967268
1635,2736779,2643836
1636,2736779,2642065
1637,100757,4059
1638,100757,4060
1639,100757,261071
1640,106248,13136
1641,106248,45886
1642,100909,20236
1643,100909,27281
1644,100909,48278
1645,100909,28330
1646,404720,47538
1647,404720,675032
1648,404720,676911
1649,493280,606302
1650,493280,673646
1651,493280,673649
1652,493280,636852
